OBJECTID,POBLAC_,PROVINCIA,CANTON,PUEBLO,POBLAC_ID,x,y,Latitude,Longitude
1,1,San Jose,San Jose,San Jose,101001,490635.7112,1098935.1757,9.938422794724,-84.085402050564
2,2,San Jose,San Jose,Uruca,101002,488348.3394,1100506.7878,9.952627127449,-84.106267483425
3,3,San Jose,San Jose,Pavas,101003,485223.1621,1099516.709,9.943664673452,-84.134766629580
4,4,San Jose,San Jose,Sabana,101004,487913.9963,1098189.3839,9.931672164126,-84.110221824543
5,5,San Jose,San Jose,Hatillo,101005,488761.3446,1096316.911,9.914743933036,-84.102488891300
6,6,San Jose,San Jose,San Sebastian,101006,490546.1681,1095984.0131,9.911738493335,-84.086211681519
7,7,San Jose,San Jose,Zapote,101007,493656.8693,1096887.7928,9.919916490192,-84.057845806702
8,8,San Jose,San Jose,San Francisco,101008,493713.485,1095923.1433,9.911194312837,-84.057327977170
9,9,San Jose,Escazu,Escazu,102001,484662.3936,1096880.4694,9.919826032674,-84.139870769068
10,10,San Jose,Escazu,Bebedero,102002,482461.2499,1095089.6459,9.903624646562,-84.159936164044
11,11,San Jose,Escazu,Chiverral,102003,484337.5143,1093576.6855,9.889952350408,-84.142820552797
12,12,San Jose,Escazu,San Antonio,102004,485253.7637,1095326.6501,9.905778789877,-84.134472049572
13,13,San Jose,Escazu,Masilla,102005,484200.9969,1095466.6196,9.907040389423,-84.144072869930
14,14,San Jose,Escazu,Torrotillo,102006,485819.9243,1094390.6786,9.897317868895,-84.129305863519
15,15,San Jose,Escazu,Agua,102007,485919.5217,1093919.1163,9.893054401018,-84.128395990003
16,16,San Jose,Escazu,San Rafael,102008,485505.8869,1098305.6616,9.932715570368,-84.132183735088
17,17,San Jose,Escazu,Belo Horizonte,102009,486285.5002,1096980.604,9.920737295360,-84.125069236031
18,18,San Jose,Escazu,Araya,102010,483994.5227,1098365.1915,9.933248098955,-84.145967354558
19,19,San Jose,Desamparados,Desamparados,103001,492556.2752,1094023.1636,9.894012896078,-84.067877322586
20,20,San Jose,Desamparados,San Juan De Dios,103002,490851.2562,1092295.3416,9.878386569867,-84.083421058709
21,21,San Jose,Desamparados,San Rafael Arriba,103003,491689.6708,1091890.0243,9.874723536418,-84.075775263382
22,22,San Jose,Desamparados,San Miguel,103004,493119.5356,1091387.4012,9.870181547008,-84.062736539210
23,23,San Jose,Desamparados,Patarra,103005,496185.6978,1092809.0372,9.883039941385,-84.034780249148
24,24,San Jose,Desamparados,Quebrada Honda,103006,497416.2149,1092071.0474,9.876368074188,-84.023559321822
25,25,San Jose,Desamparados,Higuito,103007,494056.2074,1090040.4103,9.858003637614,-84.054193849691
26,26,San Jose,Desamparados,Guatuso,103008,496123.0162,1090827.8481,9.865126113665,-84.035349883943
27,27,San Jose,Desamparados,Rodillal,103009,494753.5903,1089291.0777,9.851229186432,-84.047834277016
28,28,San Jose,Desamparados,Llano,103010,492743.7695,1088975.6099,9.848373638945,-84.066158454571
29,29,San Jose,Desamparados,Jerico,103011,493288.015,1087110.0852,9.831506612202,-84.061193164957
30,30,San Jose,Desamparados,Joya,103012,491074.8248,1085614.6681,9.817980863741,-84.081367636650
31,31,San Jose,Desamparados,Guadarrama,103013,491417.1483,1084157.8084,9.804808743107,-84.078243678613
32,32,San Jose,Desamparados,Rosario,103014,490682.9058,1082855.8398,9.793034780879,-84.084934269128
33,33,San Jose,Desamparados,Villa Nueva,103015,488386.0875,1080167.8928,9.768724564366,-84.105864358038
34,34,San Jose,Desamparados,Bustamante,103016,491014.4871,1078738.9898,9.755811080113,-84.081902433882
35,35,San Jose,Desamparados,Frailes,103017,493896.2809,1078223.6808,9.751156982745,-84.055634122211
36,36,San Jose,Desamparados,San Cristobal Sur,103018,497086.7732,1078010.801,9.749235652924,-84.026553037965
37,37,San Jose,Desamparados,San Cristobal Norte,103019,499324.0792,1080411.705,9.770945596581,-84.006160808285
38,38,San Jose,Desamparados,Santa Elena,103020,493972.496,1079708.805,9.764585569185,-84.054941642554
39,39,San Jose,Puriscal,Santiago,104001,465746.6951,1088676.9911,9.845535490491,-84.312300946643
40,40,San Jose,San Jose,Cacao,104002,455665.344,1094540.4091,9.898453243550,-84.404280058105
41,41,San Jose,San Jose,Poro,104003,454427.5616,1093427.8363,9.888379943340,-84.415554339211
42,42,San Jose,San Jose,Grifo Bajo,104004,458161.7379,1093757.442,9.891400503738,-84.381508036042
43,43,San Jose,San Jose,Grifo Alto,104005,457348.8091,1092249.5799,9.877758351077,-84.388904699236
44,44,San Jose,San Jose,Salitrillos,104006,457262.5036,1090907.1907,9.865619933847,-84.389677361325
45,45,San Jose,Puriscal,Piedades,104007,460229.5619,1090869.5042,9.865309381028,-84.362623927807
46,46,San Jose,San Jose,Bajo Guevara,104008,460943.8028,1092396.0308,9.879118804656,-84.356126456356
47,47,San Jose,San Jose,Desamparaditos,104009,462822.4131,1092296.7807,9.878239100822,-84.338995981722
48,48,San Jose,Puriscal,Barbacoas,104010,461544.8672,1089893.3006,9.856495469486,-84.350621879430
49,49,San Jose,Puriscal,Carit,104011,463585.6267,1090509.6404,9.862087112768,-84.332020652495
50,50,San Jose,San Jose,Tinamaste,104012,466728.4781,1091592.9054,9.871908795041,-84.303373841766
51,51,San Jose,San Jose,San Antonio,104013,467240.6617,1090232.8305,9.859615431999,-84.298692639044
52,52,San Jose,San Jose,Chachon,104014,469162.9294,1088934.473,9.847890978435,-84.281155988163
53,53,San Jose,Puriscal,Punta De Lanza,104015,470670.2052,1087384.8575,9.833890761060,-84.267402253915
54,54,San Jose,Puriscal,San Rafael,104016,468369.0427,1088043.4774,9.839828639826,-84.288387175604
55,55,San Jose,Puriscal,San Rafael Abajo,104017,468367.3357,1087112.2769,9.831408865943,-84.288395431758
56,56,San Jose,Puriscal,Floralia,104018,470030.8799,1085538.6115,9.817192616217,-84.273217290634
57,57,San Jose,Puriscal,Bajo Cerdas,104019,470454.5183,1083941.1876,9.802752024270,-84.269343484357
58,58,San Jose,Puriscal,Bajo Badilla,104020,469386.361,1081849.8293,9.783834368899,-84.279065182628
59,59,San Jose,Puriscal,Pozos,104021,467856.8131,1084192.2495,9.805002442785,-84.293026599791
60,60,San Jose,Puriscal,Cañales,104022,466974.643,1085457.0616,9.816431618934,-84.301078988560
61,61,San Jose,Puriscal,Mercedes Norte,104023,464034.0151,1087568.6233,9.835499046069,-84.327906085041
62,1,San Jose,Puriscal,San Jose,101001,462396.4985,1088504.927,9.843950085915,-84.342844090608
63,63,San Jose,Puriscal,Guatuso,104025,459218.4378,1088402.0594,9.842989319623,-84.371818156054
64,64,San Jose,Puriscal,Mercedes Sur,104027,461170.423,1086154.3049,9.822684749716,-84.353999881252
65,65,San Jose,San Jose,Pedernal,104028,464152.6683,1084821.4239,9.810660443983,-84.326799927481
66,66,San Jose,Puriscal,Bajo La Legua,104029,461054.8766,1084848.7578,9.810879169976,-84.355040692496
67,67,San Jose,San Jose,Candelaria,104030,462962.7404,1083029.4047,9.794446709365,-84.337631313371
68,68,San Jose,San Jose,La Polca,104031,462570.2167,1081903.3342,9.784261411074,-84.341199115017
69,69,San Jose,Puriscal,Vibora,104032,457274.5816,1087404.0664,9.833945751266,-84.389530062643
70,70,San Jose,Puriscal,Santa Marta,104033,457791.6964,1085014.6262,9.812346428189,-84.384790587992
71,71,San Jose,Puriscal,Jilgueral,104034,455913.7158,1083783.684,9.801196686625,-84.401897454582
72,72,San Jose,Puriscal,Alto La Palma,104035,458075.8622,1082453.3514,9.789190914607,-84.382173505919
73,73,San Jose,Puriscal,Salitrales,104036,456130.7002,1080173.6159,9.768557674215,-84.399880359907
74,74,San Jose,Puriscal,Tufares,104037,458047.6676,1078734.7239,9.755567611569,-84.382392091385
75,75,San Jose,Puriscal,Bocana,104038,459664.592,1080798.0081,9.774239641174,-84.367674635837
76,76,San Jose,San Jose,Sabanas,104039,462856.1586,1079868.0144,9.765861018552,-84.338573949615
77,77,San Jose,Puriscal,Alto El Limon,104040,461001.5156,1076584.8436,9.736157939043,-84.355447748352
78,78,San Jose,Puriscal,Vara Blanca,104041,458630.1786,1076947.8891,9.739417329258,-84.377064463702
79,79,San Jose,Puriscal,Rancho Largo,104042,453201.2967,1076677.3427,9.736912841927,-84.426541975450
80,80,San Jose,Puriscal,Santa Rosa,104043,455846.0554,1072599.3616,9.700069882112,-84.402392891728
81,81,San Jose,Puriscal,Llano Grande,104044,452534.5275,1073550.1883,9.708630243766,-84.432582698458
82,82,San Jose,Puriscal,Venado,104045,450097.2377,1073110.5548,9.704626398541,-84.454789444394
83,83,San Jose,Puriscal,Guarumal,104046,453844.3832,1071082.1644,9.686329801877,-84.420617537300
84,84,San Jose,Puriscal,San Vicente,104047,456427.0156,1069795.5883,9.674724877425,-84.397068627251
85,85,San Jose,Puriscal,Alto Concepcion,104048,461386.2239,1073244.2385,9.705956360905,-84.351909802404
86,86,San Jose,Puriscal,Zapaton,104049,463185.6897,1071506.836,9.690263468525,-84.335494765696
87,87,San Jose,Puriscal,Gloria,104050,450431.3502,1067668.2668,9.655422626925,-84.451678782475
88,88,San Jose,Puriscal,Angeles,104051,454315.225,1064222.0072,9.624306835483,-84.416250587580
89,89,San Jose,Puriscal,Gamalotillo,104052,451625.9099,1062682.8785,9.610359924058,-84.440735431099
90,90,San Jose,Puriscal,Chires Arriba,104053,456507.1683,1061448.9674,9.599256937163,-84.396250107027
91,91,San Jose,Puriscal,Pericos,104054,449453.3967,1064597.1215,9.627642259673,-84.460552194271
92,92,San Jose,Puriscal,Fila Aguacate,104055,461918.7807,1065939.698,9.639914620320,-84.346988562156
93,93,San Jose,Puriscal,Mastatal,104056,459116.9688,1069856.5979,9.675303989246,-84.372556765430
94,94,San Jose,Puriscal,Bajo Jimenez,104057,469314.7359,1084611.4392,9.808803927396,-84.279739025497
95,95,San Jose,Tarrazu,San Marcos,105001,497929.5521,1068342.956,9.661819342103,-84.018866294312
96,96,San Jose,Tarrazu,Canet,105002,499574.6402,1071437.129,9.689797467636,-84.003875838862
97,97,San Jose,Tarrazu,Rodeo,105003,498115.9549,1069656.0415,9.673692401388,-84.017168318269
98,98,San Jose,Tarrazu,Corea,105004,498534.3205,1068159.4641,9.660160463248,-84.013355299904
99,99,San Jose,Tarrazu,San Pedro,105005,500532.4949,1069183.9952,9.669424554119,-83.995146979814
100,100,San Jose,Tarrazu,Guadalupe,105006,500065.2978,1067669.6471,9.655731786636,-83.999404403059
101,101,San Jose,Tarrazu,San Guillermo,105007,500568.291,1065005.863,9.631645680358,-83.994821327599
102,102,San Jose,Tarrazu,Y Griega,105008,497594.2345,1067324.8692,9.652613573620,-84.021921259279
103,103,San Jose,Tarrazu,San Cayetano,105009,497811.1764,1066466.5092,9.644852363245,-84.019943975978
104,104,San Jose,Tarrazu,Salado,105010,495472.6035,1067511.6549,9.654300708940,-84.041254215548
105,105,San Jose,Tarrazu,San Lorenzo,105011,496803.5244,1065853.3541,9.639307522620,-84.029125223879
106,106,San Jose,Tarrazu,Santa Marta,105012,496790.7638,1065001.1253,9.631601613754,-84.029240826897
107,107,San Jose,Tarrazu,Santa Rosa,105013,497730.489,1064236.8757,9.624691850427,-84.020677956001
108,108,San Jose,Tarrazu,San Francisco,105014,498024.0119,1063830.2366,9.621015146668,-84.018003335384
109,109,San Jose,Tarrazu,La Palma,105015,495227.2349,1065791.9092,9.638750410707,-84.043488070898
110,110,San Jose,Tarrazu,Mata De Caña,105016,494526.3013,1064953.4708,9.631168337201,-84.049873744413
111,111,San Jose,Tarrazu,Esperanza,105017,492978.7565,1064888.0828,9.630574758107,-84.063974291750
112,112,San Jose,Tarrazu,San Carlos,105018,489696.1764,1064674.6074,9.628637638960,-84.093883353336
113,113,San Jose,Tarrazu,San Jeronimo,105019,486552.1547,1065093.8387,9.632419340498,-84.122531641669
114,114,San Jose,Tarrazu,San Josecito,105020,485166.6239,1063931.6535,9.621906097756,-84.135151923323
115,115,San Jose,Tarrazu,Napoles,105021,492633.5936,1062490.4778,9.608894876499,-84.067114988946
116,116,San Jose,Tarrazu,Santa Cecilia,105022,495162.8896,1063520.9723,9.618216396589,-84.044071695652
117,117,San Jose,Tarrazu,La Ardilla,105023,496014.3906,1062947.1922,9.613029149029,-84.036312867428
118,118,San Jose,Tarrazu,San Bernardo,105024,497146.9773,1062866.6368,9.612301700031,-84.025993644326
119,119,San Jose,Tarrazu,Chilamate,105025,492549.4431,1061056.53,9.595928875352,-84.067879094403
120,120,San Jose,Tarrazu,Jamaica,105026,488206.3448,1058827.4012,9.575762899173,-84.107441326909
121,121,San Jose,Tarrazu,Concepcion,105027,493653.4455,1058958.0815,9.576956377591,-84.057817644039
122,122,San Jose,Tarrazu,Alto Portal,105028,494527.468,1059985.5926,9.586248457047,-84.049856502088
123,123,San Jose,Tarrazu,Rodeo,105029,493063.4421,1055271.018,9.543616679827,-84.063186502787
124,124,San Jose,Tarrazu,Esquipulas,105030,494737.1607,1049584.4639,9.492200659435,-84.047932895708
125,125,San Jose,Aserri,Aserri,106001,490368.4287,1091014.404,9.866803312891,-84.087820566787
126,126,San Jose,Aserri,Mesen,106002,487023.9282,1090732.3837,9.864243962933,-84.118314878729
127,127,San Jose,Aserri,Poas,106003,488622.941,1091725.9134,9.873232187416,-84.103737981841
128,128,San Jose,Aserri,Salitrillos,106004,489919.3037,1089627.7295,9.854264011900,-84.091912215598
129,129,San Jose,Aserri,Tarbaca,106005,487950.7557,1085812.1564,9.819758480641,-84.109849375766
130,130,San Jose,Desamparados,Tranquerillas,106006,488800.1074,1084379.7725,9.806809370291,-84.102102089239
131,131,San Jose,Aserri,Guadarrama,106007,489863.0812,1084979.5037,9.812234897525,-84.092413125423
132,132,San Jose,Aserri,Vuelta De Jorco,106008,485726.5831,1083216.8796,9.796284942157,-84.130117372611
133,133,San Jose,Aserri,Monte Redondo,106009,486242.6972,1082450.8624,9.789360426947,-84.125409829346
134,134,San Jose,Aserri,San Grabriel,106010,488568.101,1082214.6202,9.787231515469,-84.104211021844
135,135,San Jose,Aserri,Limonal,106011,486778.8956,1080916.1217,9.775485139559,-84.120516890314
136,136,San Jose,Aserri,Villanueva,106012,488344.633,1080510.5894,9.771823098255,-84.106243215296
137,137,San Jose,Aserri,Buenavista,106013,487367.2923,1080225.3205,9.769240801553,-84.115151196874
138,138,San Jose,Aserri,Monterrey,106014,488096.7333,1078928.4772,9.757516970908,-84.108498281758
139,139,San Jose,Aserri,Legua,106015,487927.8134,1076665.0784,9.737050870002,-84.110031267186
140,140,San Jose,Aserri,Legua De Naranjo,106016,484412.3313,1078195.3487,9.750875675064,-84.142078886739
141,141,San Jose,Aserri,Uruca,106017,485320.0053,1079475.5362,9.762454441039,-84.133810210582
142,142,San Jose,Aserri,Meseta,106018,483213.9242,1081067.0498,9.776836733176,-84.153014048011
143,143,San Jose,Aserri,Ceiba Alta,106019,482854.986,1079078.5865,9.758855653759,-84.156277560858
144,144,San Jose,Aserri,Parrita,106020,485735.3981,1072350.7789,9.698033982881,-84.129998882760
145,145,San Jose,Aserri,Altos El Aguacate,106021,480378.6006,1068145.8789,9.659991298267,-84.178797396004
146,146,San Jose,Aserri,Bajos Bijagual,106022,478747.9048,1066559.1697,9.645636228919,-84.193648680968
147,147,San Jose,Mora,Ciudad Colon,107001,473800.1636,1096357.6872,9.915043116314,-84.238924857962
148,148,San Jose,Mora,San Isidro,107002,457114.4531,1097558.1075,9.925754000749,-84.391098442723
149,149,San Jose,Mora,Cordel,107003,460244.2975,1097192.6304,9.922481564734,-84.362552303252
150,150,San Jose,Mora,Jateo,107004,460483.8367,1095739.6456,9.909346429744,-84.360353490452
151,151,San Jose,Mora,Potrerillos,107005,459614.0003,1094392.3409,9.897155858041,-84.368271956221
152,152,San Jose,Mora,Llano Grande,107006,460790.0856,1093776.0396,9.891595007147,-84.357541571029
153,153,San Jose,Mora,Picagres,107007,462043.9321,1095171.471,9.904224117443,-84.346121538463
154,154,San Jose,Mora,Piedras Negras,107008,464510.5688,1095970.6293,9.911472358931,-84.323635588922
155,155,San Jose,Mora,Dantas,107009,464853.0524,1093695.0261,9.890899872240,-84.320492462686
156,156,San Jose,Mora,Chile,107010,465999.0511,1093596.9914,9.890023265719,-84.310041772943
157,157,San Jose,Mora,Quebrada Grande,107011,466739.7373,1093142.9122,9.885923737334,-84.303284026542
158,158,San Jose,Mora,La Palma,107012,468331.3165,1093927.9418,9.893034599234,-84.288777510232
159,159,San Jose,Mora,Hacienda El Rodeo,107013,470598.5838,1096651.9736,9.917681917670,-84.268123110262
160,160,San Jose,Mora,Cedral,107014,475656.1251,1094759.5839,9.900604954338,-84.221990076757
161,161,San Jose,Mora,Ticufres,107015,474928.4939,1093340.5728,9.887770021074,-84.228616387338
162,162,San Jose,Mora,Quebrada Honda,107016,476202.2642,1092886.8391,9.883675126005,-84.216998763911
163,163,San Jose,Mora,Quitirrisi,107017,474386.8811,1091089.5817,9.867413498086,-84.233540735275
164,164,San Jose,Mora,Morado,107018,473408.1046,1090202.4679,9.859386038129,-84.242459322901
165,165,San Jose,Mora,Guayabo,107019,471309.6611,1090574.8409,9.862738669103,-84.261595048166
166,166,San Jose,Mora,El Pito,107020,470258.3038,1091814.1418,9.873936638930,-84.271190315047
167,167,San Jose,Mora,Corrogres,107021,470037.4944,1090573.7071,9.862719212820,-84.273194431371
168,168,San Jose,Mora,Jaris,107022,469217.9423,1091428.8334,9.870444973129,-84.280673507802
169,169,San Jose,Mora,Bajo Claras,107023,470606.944,1089682.3501,9.854663877026,-84.267995776391
170,170,San Jose,Mora,Tabarcia,107024,474265.2571,1088962.6753,9.848181534338,-84.234636087321
171,171,San Jose,Mora,Bajo Bustamante,107025,472944.5091,1088462.9526,9.843654522744,-84.246674573693
172,172,San Jose,Mora,Piedras Blancas,107026,474299.9075,1087125.7409,9.831572429687,-84.234308445567
173,173,San Jose,Mora,Salto,107027,474859.5103,1087670.7212,9.836503573767,-84.229209949422
174,174,San Jose,Mora,Corralar,107028,476358.2878,1089028.3417,9.848788014085,-84.215553363537
175,175,San Jose,Goicoechea,Guadalupe,108001,494328.8947,1099751.1594,9.945807752479,-84.051721361195
176,176,San Jose,Goicoechea,Ipis,108002,498516.7197,1102062.0343,9.966706171553,-84.013528371907
177,177,San Jose,Goicoechea,Angeles,108003,498361.6251,1101597.2625,9.962503699261,-84.014942763499
178,178,San Jose,Goicoechea,San Miguel,108004,508696.321,1101195.4047,9.958861146781,-83.920684203874
179,179,San Jose,Goicoechea,Rancho Redondo,108005,505455.099,1101537.5004,9.961960019393,-83.950245541623
180,180,San Jose,Goicoechea,Vista Mar,108006,501611.8303,1102130.6875,9.967326898850,-83.985298468219
181,181,San Jose,Goicoechea,Jaboncillal,108007,500663.7269,1101696.2296,9.963398844444,-83.993946012643
182,182,San Jose,Goicoechea,Lourdes,108008,499556.6976,1100776.7896,9.955085397559,-84.004042791616
183,183,San Jose,Goicoechea,Mata De Platano,108009,498702.7403,1100846.5814,9.955716255741,-84.011831310658
184,184,San Jose,Santa Ana,Santa Ana,109001,480429.878,1098298.8439,9.932632425508,-84.178475989858
185,185,San Jose,Santa Ana,Hacieda Lindora,109002,476844.1886,1101021.5006,9.957231179431,-84.211192581981
186,186,San Jose,Santa Ana,Honduras,109003,479497.4907,1101834.2295,9.964594173485,-84.186997386937
187,187,San Jose,Santa Ana,Pozos,109004,479330.7167,1100169.9658,9.949545319214,-84.188509832912
188,188,San Jose,Santa Ana,Concepcion,109005,479626.1622,1099748.3961,9.945735062702,-84.185813132456
189,189,San Jose,Santa Ana,Rio Oro,109006,478120.4148,1098272.4007,9.932381431139,-84.199537691796
190,190,San Jose,Santa Ana,Piedades,109007,476648.7356,1098000.4245,9.929913994013,-84.212957498505
191,191,San Jose,Santa Ana,Brasil,109008,475221.7638,1098092.6576,9.930739416857,-84.225971639381
192,192,San Jose,Santa Ana,Obando,109009,480607.6526,1098771.1102,9.936903449059,-84.176857016843
193,193,San Jose,Santa Ana,San Rafael,109010,480587.7455,1097665.0497,9.926902514882,-84.177033184138
194,194,San Jose,Santa Ana,Salitral,109011,480447.7267,1095975.2864,9.911623232721,-84.178301833017
195,195,San Jose,Santa Ana,Matinilla,109012,481005.4455,1093675.7796,9.890834051475,-84.173204950808
196,196,San Jose,Santa Ana,Pabellon,109013,479479.9139,1094147.2771,9.895089809201,-84.187118158021
197,197,San Jose,Santa Ana,Chimba,109014,478429.0188,1097301.2869,9.923602435951,-84.196718038222
198,198,San Jose,Santa Ana,Rincon San Marcos,109015,476346.4962,1097238.1112,9.923019516748,-84.215709317353
199,199,San Jose,Santa Ana,Corrogres,109016,480825.8832,1097028.877,9.921151472182,-84.174858395372
200,200,San Jose,Santa Ana,Chirracal,109017,481988.7627,1097069.4974,9.921524126105,-84.164253705747
201,201,San Jose,Alajuelita,Alajuelita,110001,489172.0803,1094956.2557,9.902442154004,-84.098739561736
202,202,San Jose,Alajuelita,San Felipe,110002,488328.7494,1094963.3276,9.902503743276,-84.106429919106
203,203,San Jose,Alajuelita,Verbena,110003,487733.234,1095820.4501,9.910251985943,-84.111863057212
204,204,San Jose,Alajuelita,Concepcion,110004,490212.0572,1094084.4888,9.894562381343,-84.089253871763
205,205,San Jose,Alajuelita,Tejar,110005,490331.7592,1093750.4052,9.891541916990,-84.088161526611
206,206,San Jose,Alajuelita,San Josecito,110006,488540.5342,1093929.8406,9.893159663759,-84.104495690525
207,207,San Jose,Alajuelita,Llano,110007,487361.1672,1093345.5157,9.887872733245,-84.115248191400
208,208,San Jose,Alajuelita,San Antonio,110008,487466.8321,1092970.4526,9.884481777962,-84.114283501707
209,209,San Jose,Alajuelita,Lamparas,110009,488511.6954,1092444.5344,9.879729580981,-84.104754401410
210,210,San Jose,Alajuelita,Mesen,110010,487174.2532,1091643.3056,9.872480918760,-84.116947135831
211,211,San Jose,Vazquez De Coronado,San Isidro,111001,499439.0471,1103006.2633,9.975244015546,-84.005116150909
212,212,San Jose,Vazquez De Coronado,San Antonio,111002,497605.8236,1103082.9696,9.975936895252,-84.021837092431
213,213,San Jose,Vazquez De Coronado,Carmen,111003,498241.7518,1103856.1432,9.982928165858,-84.016037105122
214,214,San Jose,Vazquez De Coronado,San Pedro,111004,501036.5192,1104810.3952,9.991556658796,-83.990545095129
215,215,San Jose,Vazquez De Coronado,San Rafael,111005,500807.7664,1103593.6707,9.980555246709,-83.992631899620
216,216,San Jose,Vazquez De Coronado,Nubes,111006,504216.1614,1103780.1752,9.982239485360,-83.961543113038
217,217,San Jose,Vazquez De Coronado,Cascajal,111007,504623.2968,1106260.6883,10.004667497088,-83.957826667140
218,218,San Jose,Vazquez De Coronado,Alto La Palma,111008,501657.6015,1110960.4324,10.047164170222,-83.984877369974
219,219,San Jose,Vazquez De Coronado,Bajo Florencia,111009,501848.0072,1112018.1298,10.056727610551,-83.983139802975
220,220,San Jose,Vazquez De Coronado,Finca Laguna,111010,503495.9046,1113852.9249,10.073316410826,-83.968103908847
221,221,San Jose,Vazquez De Coronado,Finca Lara,111011,508007.2151,1110292.3985,10.041116261663,-83.926950942689
222,222,San Jose,Vazquez De Coronado,Isla,111012,509746.3011,1107232.3599,10.013444034265,-83.911093016701
223,223,San Jose,Vazquez De Coronado,Patillos,111013,512725.6266,1106996.6237,10.011304189113,-83.883916113020
224,224,San Jose,Acosta,San Ignacio,112001,482331.1711,1083342.1193,9.797404052276,-84.161070745538
225,225,San Jose,Acosta,Palmichal,112002,477519.7142,1087858.8142,9.838219878863,-84.204957553096
226,226,San Jose,Acosta,Bajos De Jorco,112003,475869.0212,1085165.8334,9.813860779287,-84.219991122342
227,227,San Jose,Acosta,Bolivar,112004,478652.6356,1086777.8054,9.828451619143,-84.194622762220
228,228,San Jose,Acosta,Sevilla,112005,479331.1264,1086144.1996,9.822726120955,-84.188433761158
229,229,San Jose,Acosta,Agua Blanca,112006,480155.2655,1084720.1592,9.809854173178,-84.180913267829
230,230,San Jose,Acosta,Chirraca,112007,481308.0157,1084870.5647,9.811219581165,-84.170404996017
231,231,San Jose,Acosta,Pozos,112008,482146.6533,1082992.4641,9.794241689375,-84.162751284703
232,232,San Jose,Acosta,San Luis,112009,481061.283,1083006.3604,9.794362444423,-84.172645594538
233,233,San Jose,Acosta,La Esperanza,112010,484093.1436,1083089.2677,9.795125037250,-84.145007431014
234,234,San Jose,Acosta,Tablazo,112011,483747.8526,1084413.7522,9.807099581905,-84.148160443048
235,235,San Jose,Acosta,Resbalin?,112012,480534.4464,1082387.993,9.788768730416,-84.177445267714
236,236,San Jose,Acosta,Ocora,112013,478300.1325,1084348.3808,9.806483126778,-84.197823450410
237,237,San Jose,Acosta,La Cruz,112014,477158.9312,1082944.2171,9.793780571231,-84.208219082905
238,238,San Jose,Acosta,Guaitil,112015,474635.5007,1082774.273,9.792229051509,-84.231221528655
239,239,San Jose,Acosta,Toledo,112016,473285.6988,1083795.2881,9.801452345948,-84.243532945898
240,240,San Jose,Acosta,Coyolar,112017,472009.841,1081171.6083,9.777720781912,-84.255145737117
241,241,San Jose,Acosta,Cangrejal,112018,476153.1408,1079720.6646,9.764627733445,-84.217368879923
242,242,San Jose,Acosta,Ceiba Baja,112019,478704.8435,1079654.0154,9.764039165933,-84.194109295873
243,243,San Jose,Acosta,Ceiba Este,112020,481299.9477,1078759.912,9.755967407665,-84.170450340594
244,244,San Jose,Acosta,Escuadra,112021,477709.1606,1077374.5294,9.743422898821,-84.203172615204
245,245,San Jose,Acosta,Llano Bonito,112022,477437.6269,1078702.0181,9.755424483253,-84.205654902324
246,246,San Jose,Acosta,Naranjal,112023,475250.485,1077816.4304,9.747404439984,-84.225585148473
247,247,San Jose,Acosta,Breñon,112024,472456.5181,1078961.2601,9.757738071665,-84.251059053626
248,248,San Jose,Acosta,Sabanillas,112025,471577.3305,1077361.3709,9.743266026284,-84.259061636882
249,249,San Jose,Acosta,Sabanas,112026,470552.7219,1076916.9338,9.739240246121,-84.268397282812
250,250,San Jose,Acosta,Uruca,112027,469869.5674,1078370.3145,9.752376601722,-84.274634618486
251,251,San Jose,Acosta,Teruel,112028,467978.9684,1076994.1682,9.739919324093,-84.291856215541
252,252,San Jose,Acosta,Limas,112029,464257.0677,1077470.3502,9.744194177376,-84.325783420781
253,253,San Jose,Acosta,Bajo Perez,112030,465419.3598,1074992.459,9.721799374259,-84.315168638872
254,254,San Jose,Acosta,Colorado,112031,470798.8047,1072675.805,9.700894087541,-84.266124027677
255,255,San Jose,Acosta,Caspirola,112032,469867.4287,1070215.7985,9.678644196723,-84.274593937153
256,256,San Jose,Acosta,Zoncuaco,112033,474151.314,1070959.2459,9.685395437300,-84.235560341549
257,257,San Jose,Acosta,Hacienda Tiquires,112034,479223.6185,1075533.2757,9.726782318921,-84.189359527847
258,258,San Jose,Tibas,San Juan,113001,491794.9993,1101688.3754,9.963319434132,-84.074835026784
259,259,San Jose,Tibas,Colima,113002,490492.5743,1100658.6495,9.954005901110,-84.086711581019
260,260,San Jose,Tibas,San Rafael,113003,490460.5181,1100118.0389,9.949117690453,-84.087002649554
261,261,San Jose,Tibas,Florida,113004,492719.3763,1101907.5011,9.965302530419,-84.066404467324
262,262,San Jose,Tibas,Llorente,113005,492265.6748,1100883.1771,9.956039868541,-84.070540568854
263,263,San Jose,Moravia,San Vicente,114001,495113.578,1101990.7987,9.966059342750,-84.044567645318
264,264,San Jose,Moravia,Guayabal,114002,496461.2107,1103036.8736,9.975519245921,-84.032277125984
265,265,San Jose,Moravia,Trina,114003,495575.7577,1103470.5474,9.979439582901,-84.040353864659
266,266,San Jose,Moravia,Paracito,114004,497106.3966,1104956.2147,9.992874198383,-84.026393771350
267,267,San Jose,Moravia,San Jeronimo,114005,498158.8069,1106409.2598,10.006013060413,-84.016794869973
